Tipo_Muerte,Zona,Subzona,Distrito,Circuito,Cod._Subcircu,Subcircuito,Codigo_Provincia,Codigo_Provincia_2,Codigo_Canton,Codigo_Canton_2,Coord_Y,Coord_X,Coord_Y_Rev,Coord_X_Rev,Area_Hecho,Lugar,Tipo_Lugar,Fecha_Infraccion,Hora_Infraccion,Arma,Tipo_Arma,Presunta_Motivacion,Presunta_Motivacion_Obs,Probable_Causa,Edad,Medida_Edad,Sexo,Genero,Etnia,Estado_Civil,Nacionalidad,Discapacidad,Profesion,Instruccion,Antecedentes,Anio_i,Mes_i,Hora,Rango_Edad,Mecanismo,Parroquia,Dia_Semana
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S05,TRINITARIA SUR 5,GUAYAS,9,GUAYAQUIL,901,-2.23533,-79.93585,"-2,23533",-79.93585,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,02:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2024,1,2,18-26,Arma de Fuego,TRINITARIA SUR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,UNIÓN DE BANANEROS,09D01C02S03,UNIÓN DE BANANEROS 3,GUAYAS,9,GUAYAQUIL,901,-2.26055,-79.88378,"-2,26055",-79.88378,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,02:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,PRIMARIA,SI,2024,1,2,36-45,Arma de Fuego,UNIÓN DE BANANEROS,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,FLORIDA,09D06C05S01,FLORIDA 1,GUAYAS,9,GUAYAQUIL,901,-2.13557,-79.94668,"-2,13557",-79.94668,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,02:32:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,2,18-26,Arma de Fuego,FLORIDA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S03,TRINITARIA SUR 3,GUAYAS,9,GUAYAQUIL,901,-2.24167,-79.92401,"-2,24167",-79.92401,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,04:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,24,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BACHILLERATO,SI,2024,1,4,18-26,Arma de Fuego,TRINITARIA SUR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S03,TRINITARIA SUR 3,GUAYAS,9,GUAYAQUIL,901,-2.24167,-79.92401,"-2,24167",-79.92401,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,04:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,4,18-26,Arma de Fuego,TRINITARIA SUR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S01,FLORESTA 1,GUAYAS,9,GUAYAQUIL,901,-2.25499,-79.87718,"-2,25499",-79.87718,URBANO,CASA/VILLA,PRIVADO,2024-01-01,05:16:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,5,18-26,Arma de Fuego,FLORESTA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S01,FLORESTA 1,GUAYAS,9,GUAYAQUIL,901,-2.25499,-79.87718,"-2,25499",-79.87718,URBANO,CASA/VILLA,PRIVADO,2024-01-01,05:16:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,5,12-17,Arma de Fuego,FLORESTA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUASMO,09D01C01S03,GUASMO 3,GUAYAS,9,GUAYAQUIL,901,-2.27661,-79.8952,"-2,27661",-79.8952,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,06:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,6,18-26,Arma de Fuego,GUASMO,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.45862,-80.28356,"-2,45862",-80.28356,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,07:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,49,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO,SI,2024,1,7,46-60,Arma de Fuego,PROGRESO,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTIÓN,09D08C04S08,FLOR DE BASTIÓN 8,GUAYAS,9,GUAYAQUIL,901,-2.0939,-79.9588,"-2,0939",-79.9588,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,10:15:00,ARMA BLANCA,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,38,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO,SI,2024,1,10,36-45,Arma Blanca,FLOR DE BASTIÓN,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25459,-79.88848,"-2,25459",-79.88848,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,12:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2024,1,12,18-26,Arma de Fuego,FLORESTA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,BATALLÓN DEL SUBURBIO,09D04C05S01,BATALLÓN DEL SUBURBIO 1,GUAYAS,9,GUAYAQUIL,901,-2.2248,-79.94542,"-2,2248",-79.94542,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,14:00:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,BACHILLERATO,SI,2024,1,14,27-35,Arma de Fuego,BATALLÓN DEL SUBURBIO,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CHALA,09D04C02S01,CHALA 1,GUAYAS,9,GUAYAQUIL,901,-2.20465,-79.91488,"-2,20465",-79.91488,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,15:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO,SI,2024,1,15,36-45,Arma de Fuego,CHALA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,VENEZUELA,09D03C05S02,VENEZUELA 2,GUAYAS,9,GUAYAQUIL,901,-2.20491,-79.89844,"-2,20491",-79.89844,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,19:12:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,68,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,VENDEDOR,SIN_DATO,SI,2024,1,19,61 Y MAS,Arma de Fuego,VENEZUELA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S03,CRISTO DEL CONSUELO 3,GUAYAS,9,GUAYAQUIL,901,-2.21696,-79.90752,"-2,21696",-79.90752,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,19:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2024,1,19,18-26,Arma de Fuego,CRISTO DEL CONSUELO,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S03,TRINITARIA SUR 3,GUAYAS,9,GUAYAQUIL,901,-2.24447,-79.92626,"-2,24447",-79.92626,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,20:35:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER TÉCNICO,SIN_DATO,SI,2024,1,20,18-26,Arma de Fuego,TRINITARIA SUR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S03,TRINITARIA SUR 3,GUAYAS,9,GUAYAQUIL,901,-2.24447,-79.92626,"-2,24447",-79.92626,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,20:35:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,41,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,20,36-45,Arma de Fuego,TRINITARIA SUR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25251,-79.88669,"-2,25251",-79.88669,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,21:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,21,36-45,Arma de Fuego,FLORESTA,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S06,MONTE SINAÍ 6,GUAYAS,9,GUAYAQUIL,901,-2.11566,-80.0036,"-2,11566",-80.0036,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-01,21:20:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,21,27-35,Arma de Fuego,MONTE SINAÍ,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S01,MONTE SINAÍ 1,GUAYAS,9,GUAYAQUIL,901,-2.12517,-79.99385,"-2,12517",-79.99385,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-02,04:02:00,ARMA BLANCA,OTRO,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA BLANCA,54,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,4,46-60,Arma Blanca,MONTE SINAÍ,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S04,PASCUALES 4,GUAYAS,9,GUAYAQUIL,901,-2.0738,-79.9322,"-2,0738",-79.9322,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-02,13:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,13,18-26,Arma de Fuego,PASCUALES,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S01,CRISTO DEL CONSUELO 1,GUAYAS,9,GUAYAQUIL,901,-2.22169,-79.9094,"-2,22169",-79.9094,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-03,00:05:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,0,18-26,Arma de Fuego,CRISTO DEL CONSUELO,Wednesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA NORTE,09D02C04S04,TRINITARIA NORTE 4,GUAYAS,9,GUAYAQUIL,901,-2.23323,-79.93418,"-2,23323",-79.93418,URBANO,RÍO,PÚBLICO,2024-01-03,00:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,0,12-17,Arma de Fuego,TRINITARIA NORTE,Wednesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,UNIÓN DE BANANEROS,09D01C02S03,UNIÓN DE BANANEROS 3,GUAYAS,9,GUAYAQUIL,901,-2.26708,-79.87702,"-2,26708",-79.87702,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-03,03:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO,SI,2024,1,3,27-35,Arma de Fuego,UNIÓN DE BANANEROS,Wednesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CHILE,09D03C01S04,CHILE 4,GUAYAS,9,GUAYAQUIL,901,-2.20122,-79.88822,"-2,20122",-79.88822,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-03,13:00:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA,SI,2024,1,13,27-35,Arma de Fuego,CHILE,Wednesday
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S03,CRISTO DEL CONSUELO 3,GUAYAS,9,GUAYAQUIL,901,-2.21644,-79.90811,"-2,21644",-79.90811,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-03,18:30:00,ARMA DE FUEGO,PISTOLA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA DE FUEGO,29,A,MUJER,FEMENINO,MULATO/A,CASADO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2024,1,18,27-35,Arma de Fuego,CRISTO DEL CONSUELO,Wednesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,ESTEROS,09D02C01S02,ESTEROS 2,GUAYAS,9,GUAYAQUIL,901,-2.25377,-79.89425,"-2,25377",-79.89425,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-04,13:20:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,69,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,EMPRESARIO,SIN_DATO,SI,2024,1,13,61 Y MAS,Arma de Fuego,ESTEROS,Thursday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,MUCHO LOTE,09D07C04S02,MUCHO LOTE 2,GUAYAS,9,GUAYAQUIL,901,-2.08446,-79.91813,"-2,08446",-79.91813,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-04,17:05:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,17,36-45,Arma de Fuego,MUCHO LOTE,Thursday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S02,ANTEPARA 2,GUAYAS,9,GUAYAQUIL,901,-2.21148,-79.91069,"-2,21148",-79.91069,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-04,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2024,1,19,27-35,Arma de Fuego,ANTEPARA,Thursday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S03,CRISTO DEL CONSUELO 3,GUAYAS,9,GUAYAQUIL,901,-2.21428,-79.9142,"-2,21428",-79.9142,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-04,20:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,20,27-35,Arma de Fuego,CRISTO DEL CONSUELO,Thursday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S04,CISNE 4,GUAYAS,9,GUAYAQUIL,901,-2.21473,-79.92031,"-2,21473",-79.92031,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-04,21:35:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,21,12-17,Arma de Fuego,CISNE,Thursday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,BATALLÓN DEL SUBURBIO,09D04C05S01,BATALLÓN DEL SUBURBIO 1,GUAYAS,9,GUAYAQUIL,901,-2.21959,-79.94827,"-2,21959",-79.94827,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-05,02:00:00,CONSTRICTORA,SOGA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),ESTRANGULACION,27,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,2,27-35,Otros,BATALLÓN DEL SUBURBIO,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUASMO,09D01C01S01,GUASMO 1,GUAYAS,9,GUAYAQUIL,901,-2.28053,-79.8812,"-2,28053",-79.8812,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-05,13:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,13,27-35,Arma de Fuego,GUASMO,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUASMO,09D01C01S03,GUASMO 3,GUAYAS,9,GUAYAQUIL,901,-2.27072,-79.88608,"-2,27072",-79.88608,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-05,14:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SECUNDARIA,SI,2024,1,14,27-35,Arma de Fuego,GUASMO,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.41319,-80.36654,"-2,41319",-80.36654,RURAL,FINCA,PRIVADO,2024-01-05,16:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,16,12-17,Arma de Fuego,PROGRESO,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,9,GUAYAQUIL,901,-2.41319,-80.36654,"-2,41319",-80.36654,RURAL,FINCA,PRIVADO,2024-01-05,16:46:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,40,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO,SI,2024,1,16,36-45,Arma de Fuego,PROGRESO,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,SUBURBIO,09D04C06S05,SUBURBIO 5,GUAYAS,9,GUAYAQUIL,901,-2.2132,-79.93019,"-2,2132",-79.93019,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-05,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO DE CARROS,HERIDA POR ARMA DE FUEGO,38,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,21,36-45,Arma de Fuego,SUBURBIO,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,ORQUÍDEAS,09D07C05S03,ORQUÍDEAS 3,GUAYAS,9,GUAYAQUIL,901,-2.09313,-79.89954,"-2,09313",-79.89954,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-05,22:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,36,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,22,36-45,Arma de Fuego,ORQUÍDEAS,Friday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,ORQUÍDEAS,09D07C05S03,ORQUÍDEAS 3,GUAYAS,9,GUAYAQUIL,901,-2.0853,-79.89778,"-2,0853",-79.89778,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-06,01:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,1,36-45,Arma de Fuego,ORQUÍDEAS,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,ORQUÍDEAS,09D07C05S03,ORQUÍDEAS 3,GUAYAS,9,GUAYAQUIL,901,-2.0853,-79.89778,"-2,0853",-79.89778,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-06,01:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,1,18-26,Arma de Fuego,ORQUÍDEAS,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S01,FLORESTA 1,GUAYAS,9,GUAYAQUIL,901,-2.25981,-79.87453,"-2,25981",-79.87453,URBANO,VÍA PÚBLICA,PÚBLICO,2024-01-06,01:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,53,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO,SI,2024,1,1,46-60,Arma de Fuego,FLORESTA,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,POSORJA,09D10C02S01,POSORJA 1,GUAYAS,9,GUAYAQUIL,901,-2.70417,-80.26464,"-2,70417",-80.26464,URBANO,TERRENO BALDIO,PÚBLICO,2024-01-06,03:00:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2024,1,3,36-45,Arma de Fuego,POSORJA,Saturday
