Tipo_Muerte,Zona,Subzona,Distrito,Circuito,Cod._Subcircu,Subcircuito,Codigo_Provincia,Codigo_Provincia_2,Codigo_Canton,Codigo_Canton_2,Coord_Y,Coord_X,Coord_Y_Rev,Coord_X_Rev,Area_Hecho,Lugar,Tipo_Lugar,Fecha_Infraccion,Hora_Infraccion,Arma,Tipo_Arma,Presunta_Motivacion,Presunta_Motivacion_Obs,Probable_Causa,Edad,Medida_Edad,Sexo,Genero,Etnia,Estado_Civil,Nacionalidad,Discapacidad,Profesion,Instruccion,Antecedentes,Anio_i,Mes_i,Hora,Rango_Edad,Mecanismo,Parroquia,Dia_Semana
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,SUBURBIO,09D04C06S03,SUBURBIO 3,GUAYAS,9,GUAYAQUIL,901,-2.22289,-79.93994,"-2,22289","-79,93994",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,10:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,49,A,HOMBRE,MASCULINO,SIN_DATO,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,10,46-60,Arma de Fuego,SUBURBIO,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S01,PASCUALES 1,GUAYAS,9,GUAYAQUIL,901,-2.07833,-79.92897,"-2,07833","-79,92897",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,14:25:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,44,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,14,36-45,Arma de Fuego,PASCUALES,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S02,PARAÍSO LA FLOR 2,GUAYAS,9,GUAYAQUIL,901,-2.09905,-79.95597,"-2,09905","-79,95597",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,17:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2025,1,17,18-26,Arma de Fuego,PARAÍSO LA FLOR,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S02,PARAÍSO LA FLOR 2,GUAYAS,9,GUAYAQUIL,901,-2.09905,-79.95597,"-2,09905","-79,95597",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,17:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,17,18-26,Arma de Fuego,PARAÍSO LA FLOR,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S01,PARAÍSO LA FLOR 1,GUAYAS,9,GUAYAQUIL,901,-2.1045,-79.95336,"-2,1045","-79,95336",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,18:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,18,27-35,Arma de Fuego,PARAÍSO LA FLOR,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,ORQUÍDEAS,09D07C05S07,ORQUÍDEAS 7,GUAYAS,9,GUAYAQUIL,901,-2.08446,-79.9128,"-2,08446","-79,9128",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,20:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,20,36-45,Arma de Fuego,ORQUÍDEAS,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S02,PARAÍSO LA FLOR 2,GUAYAS,9,GUAYAQUIL,901,-2.09844,-79.95162,"-2,09844","-79,95162",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,20:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,PROFESIONAL DE SALUD,BACHILLERATO,SI,2025,1,20,27-35,Arma de Fuego,PARAÍSO LA FLOR,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS NORTE,09D02C03S03,MALVINAS NORTE 3,GUAYAS,9,GUAYAQUIL,901,-2.22863,-79.91189,"-2,22863","-79,91189",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,21:15:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BACHILLERATO,SI,2025,1,21,27-35,Arma de Fuego,MALVINAS NORTE,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTIÓN,09D08C04S01,FLOR DE BASTIÓN 1,GUAYAS,9,GUAYAQUIL,901,-2.09779,-79.95343,"-2,09779","-79,95343",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-22,22:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,38,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,BACHILLERATO,SI,2025,1,22,36-45,Arma Blanca,FLOR DE BASTIÓN,Saturday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S01,MONTE SINAÍ 1,GUAYAS,9,GUAYAQUIL,901,-2.12585,-79.99132,"-2,12585","-79,99132",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,02:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,37,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,2,36-45,Arma Blanca,MONTE SINAÍ,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S01,MALVINAS SUR 1,GUAYAS,9,GUAYAQUIL,901,-2.23241,-79.8985,"-2,23241","-79,8985",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA,SI,2025,1,14,27-35,Arma de Fuego,MALVINAS SUR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR SUR,09D07C02S02,BASTIÓN POPULAR SUR 2,GUAYAS,9,GUAYAQUIL,901,-2.10247,-79.92175,"-2,10247","-79,92175",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,14:17:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO,SI,2025,1,14,27-35,Arma de Fuego,BASTIÓN POPULAR SUR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR SUR,09D07C02S02,BASTIÓN POPULAR SUR 2,GUAYAS,9,GUAYAQUIL,901,-2.10247,-79.92175,"-2,10247","-79,92175",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,14:17:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO,SI,2025,1,14,27-35,Arma de Fuego,BASTIÓN POPULAR SUR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR SUR,09D07C02S02,BASTIÓN POPULAR SUR 2,GUAYAS,9,GUAYAQUIL,901,-2.10247,-79.92175,"-2,10247","-79,92175",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,14:17:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2025,1,14,18-26,Arma de Fuego,BASTIÓN POPULAR SUR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S06,MONTE SINAÍ 6,GUAYAS,9,GUAYAQUIL,901,-2.12344,-79.99183,"-2,12344","-79,99183",URBANO,SALA DE BELLEZA,PRIVADO,2025-02-23,15:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA,SI,2025,1,15,18-26,Arma de Fuego,MONTE SINAÍ,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAÍ,09D08C05S06,MONTE SINAÍ 6,GUAYAS,9,GUAYAQUIL,901,-2.12344,-79.99183,"-2,12344","-79,99183",URBANO,SALA DE BELLEZA,PRIVADO,2025-02-23,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA,SI,2025,1,17,12-17,Arma de Fuego,MONTE SINAÍ,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S02,FLORESTA 2,GUAYAS,9,GUAYAQUIL,901,-2.25889,-79.88492,"-2,25889","-79,88492",URBANO,CASA/VILLA,PRIVADO,2025-02-23,17:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,60,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SECUNDARIA,SI,2025,1,17,46-60,Arma de Fuego,FLORESTA,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR NORTE,09D07C03S03,BASTIÓN POPULAR NORTE 3,GUAYAS,9,GUAYAQUIL,901,-2.0874,-79.93463,"-2,0874","-79,93463",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,19,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,17,18-26,Arma de Fuego,BASTIÓN POPULAR NORTE,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR NORTE,09D07C03S03,BASTIÓN POPULAR NORTE 3,GUAYAS,9,GUAYAQUIL,901,-2.0874,-79.93463,"-2,0874","-79,93463",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,17,18-26,Arma de Fuego,BASTIÓN POPULAR NORTE,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S02,FORTIN 2,GUAYAS,9,GUAYAQUIL,901,-2.11188,-79.95243,"-2,11188","-79,95243",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA,SI,2025,1,19,18-26,Arma de Fuego,FORTIN,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,MONTE BELLO,09D07C01S04,MONTE BELLO 4,GUAYAS,9,GUAYAQUIL,901,-2.09175,-79.94197,"-2,09175","-79,94197",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-23,22:45:00,ARMA BLANCA,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,35,A,HOMBRE,MASCULINO,SIN_DATO,SIN_DATO,SIN_DATO,NINGUNA,SIN_DATO,SIN_DATO,SI,2025,1,22,27-35,Arma Blanca,MONTE BELLO,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S03,PARAÍSO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09816,-79.97362,"-2,09816","-79,97362",URBANO,CASA/VILLA,PRIVADO,2025-02-23,23:00:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO,SI,2025,1,23,36-45,Arma de Fuego,PARAÍSO LA FLOR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S03,PARAÍSO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09816,-79.97362,"-2,09816","-79,97362",URBANO,CASA/VILLA,PRIVADO,2025-02-23,23:00:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,23,18-26,Arma de Fuego,PARAÍSO LA FLOR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S03,PARAÍSO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09816,-79.97362,"-2,09816","-79,97362",URBANO,CASA/VILLA,PRIVADO,2025-02-23,23:00:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,23,18-26,Arma de Fuego,PARAÍSO LA FLOR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S03,PARAÍSO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09816,-79.97362,"-2,09816","-79,97362",URBANO,CASA/VILLA,PRIVADO,2025-02-23,23:00:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO,SI,2025,1,23,18-26,Arma de Fuego,PARAÍSO LA FLOR,Sunday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,SUBURBIO,09D04C06S05,SUBURBIO 5,GUAYAS,9,GUAYAQUIL,901,-2.2132,-79.93019,"-2,2132","-79,93019",URBANO,CASA/VILLA,PRIVADO,2025-02-24,00:30:00,ARMA DE FUEGO,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SIN_DATO,ECUADOR,NINGUNA,BACHILLER TÉCNICO,BACHILLERATO,SI,2025,1,0,18-26,Arma de Fuego,SUBURBIO,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S03,PARAÍSO LA FLOR 3,GUAYAS,9,GUAYAQUIL,901,-2.09564,-79.97076,"-2,09564","-79,97076",URBANO,CASA/VILLA,PRIVADO,2025-02-24,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,INICIAL,SI,2025,1,1,27-35,Arma de Fuego,PARAÍSO LA FLOR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,BATALLÓN DEL SUBURBIO,09D04C05S01,BATALLÓN DEL SUBURBIO 1,GUAYAS,9,GUAYAQUIL,901,-2.22823,-79.94524,"-2,22823","-79,94524",URBANO,MAR,PÚBLICO,2025-02-24,02:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,SIN_DATO,HOMBRE,MASCULINO,SIN_DATO,SIN_DATO,SIN_DATO,NINGUNA,SIN_DATO,SIN_DATO,SI,2025,1,2,SIN_DATO,Arma de Fuego,BATALLÓN DEL SUBURBIO,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,CEIBOS,CHONGON,09D09C03S01,CHONGON 1,GUAYAS,9,GUAYAQUIL,901,-2.23255,-80.07402,"-2,23255","-80,07402",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-24,13:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,13,27-35,Arma de Fuego,CHONGON,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,BASTIÓN POPULAR SUR,09D07C02S02,BASTIÓN POPULAR SUR 2,GUAYAS,9,GUAYAQUIL,901,-2.09952,-79.9232,"-2,09952","-79,9232",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-24,16:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,16,27-35,Arma de Fuego,BASTIÓN POPULAR SUR,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTIÓN,09D08C04S07,FLOR DE BASTIÓN 7,GUAYAS,9,GUAYAQUIL,901,-2.08504,-79.96938,"-2,08504","-79,96938",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-24,17:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,17,18-26,Arma de Fuego,FLOR DE BASTIÓN,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTIÓN,09D08C04S07,FLOR DE BASTIÓN 7,GUAYAS,9,GUAYAQUIL,901,-2.08504,-79.96938,"-2,08504","-79,96938",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-24,17:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,17,36-45,Arma de Fuego,FLOR DE BASTIÓN,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S03,PASCUALES 3,GUAYAS,9,GUAYAQUIL,901,-2.06922,-79.93583,"-2,06922","-79,93583",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-24,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,21,18-26,Arma de Fuego,PASCUALES,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS NORTE,09D02C03S02,MALVINAS NORTE 2,GUAYAS,9,GUAYAQUIL,901,-2.22486,-79.90799,"-2,22486","-79,90799",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-24,22:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,AFRO,DIVORCIADO,ECUADOR,NINGUNA,SERVIDOR PÚBLICO,BACHILLERATO,SI,2025,1,22,36-45,Arma de Fuego,MALVINAS NORTE,Monday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S04,PARAÍSO LA FLOR 4,GUAYAS,9,GUAYAQUIL,901,-2.10101,-79.962,"-2,10101","-79,962",URBANO,CASA/VILLA,PRIVADO,2025-02-25,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,63,A,MUJER,FEMENINO,SIN_DATO,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA,SI,2025,1,1,61 Y MAS,Arma de Fuego,PARAÍSO LA FLOR,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S04,PARAÍSO LA FLOR 4,GUAYAS,9,GUAYAQUIL,901,-2.10101,-79.962,"-2,10101","-79,962",URBANO,CASA/VILLA,PRIVADO,2025-02-25,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,49,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR COMERCIAL,SIN_DATO,SI,2025,1,1,46-60,Arma de Fuego,PARAÍSO LA FLOR,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,TRINITARIA SUR,09D02C05S01,TRINITARIA SUR 1,GUAYAS,9,GUAYAQUIL,901,-2.24298,-79.91346,"-2,24298","-79,91346",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-25,10:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,10,12-17,Arma de Fuego,TRINITARIA SUR,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S02,PARAÍSO LA FLOR 2,GUAYAS,9,GUAYAQUIL,901,-2.10094,-79.9571,"-2,10094","-79,9571",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-25,11:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,11,27-35,Arma de Fuego,PARAÍSO LA FLOR,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S02,PARAÍSO LA FLOR 2,GUAYAS,9,GUAYAQUIL,901,-2.10094,-79.9571,"-2,10094","-79,9571",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-25,11:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,11,27-35,Arma de Fuego,PARAÍSO LA FLOR,Tuesday
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FLOR DE BASTIÓN,09D08C04S09,FLOR DE BASTIÓN 9,GUAYAS,9,GUAYAQUIL,901,-2.0875,-79.9747,"-2,0875","-79,9747",URBANO,VÍA PÚBLICA,PÚBLICO,2025-02-25,14:40:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRÁFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO,SI,2025,1,14,18-26,Arma de Fuego,FLOR DE BASTIÓN,Tuesday
